iter	Logloss
532	0.25492235
533	0.2546171621
534	0.2542958285
535	0.2541080585
536	0.2536774221
537	0.253420378
538	0.2532236996
539	0.2531528959
540	0.2528907009
541	0.2526053952
542	0.2520470672
543	0.2519370072
544	0.251819904
545	0.2516676198
546	0.2514470835
547	0.2511640587
548	0.2509545624
549	0.2507597119
550	0.2506182033
551	0.2505238017
552	0.2504457109
553	0.250244953
554	0.2501588205
555	0.2499710638
556	0.2497976984
557	0.2496048416
558	0.2494322113
559	0.2492371704
560	0.2490806734
561	0.2490086636
562	0.2487802683
563	0.2484610688
564	0.2484475033
565	0.2482829888
566	0.2479835578
567	0.2478952434
568	0.2477862487
569	0.2475125738
570	0.2473063606
571	0.2471588523
572	0.2469411165
573	0.2468878332
574	0.2467590428
575	0.2464493594
576	0.2462808995
577	0.2461293607
578	0.2460275789
579	0.2457989101
580	0.2456433909
581	0.245483031
582	0.2451897344
583	0.2449399276
584	0.2448089004
585	0.2444951744
586	0.2443221513
587	0.2442608034
588	0.2440971088
589	0.2439052244
590	0.2438498012
591	0.2435203287
592	0.2431976842
593	0.2431465296
594	0.2430684642
595	0.2428909884
596	0.2427457287
597	0.2425673113
598	0.2424279548
599	0.2422449698
600	0.242090279
601	0.2419402577
602	0.24179142
603	0.2415434083
604	0.2413435007
605	0.2412221227
606	0.241087783
607	0.241005031
608	0.2408626978
609	0.2406670534
610	0.2405779985
611	0.2404212914
612	0.2401599684
613	0.2399929205
614	0.2398570146
615	0.2395880175
616	0.2393602669
617	0.23920863
618	0.2390167356
619	0.2388021912
620	0.2386421425
621	0.2385384956
622	0.2384431876
623	0.2382697314
624	0.2381285563
625	0.2379909712
626	0.2378166803
627	0.2377532899
628	0.2375646801
629	0.237394109
630	0.23723573
631	0.237091038
632	0.2368694286
633	0.2368638218
634	0.2366548662
635	0.2366343155
636	0.2366233878
637	0.2364449981
638	0.2364382653
639	0.2362641706
640	0.2361922915
641	0.23599352
642	0.2358279638
643	0.2356240894
644	0.235446201
645	0.2353191332
646	0.235254663
647	0.2350494666
648	0.2349759413
649	0.2348222923
650	0.2346905736
651	0.2345415528
652	0.2343235168
653	0.2342263186
654	0.2340174821
655	0.233895026
656	0.2338483665
657	0.233579637
658	0.2333967319
659	0.2332233715
660	0.2328900479
661	0.2328421905
662	0.2327812843
663	0.232628613
664	0.2325288125
665	0.2324167544
666	0.2323234908
667	0.2321551656
668	0.2320303312
669	0.2318569169
670	0.2317926855
671	0.2315268644
672	0.231184823
673	0.2309759665
674	0.2309032193
675	0.2307769357
676	0.2306595038
677	0.230578693
678	0.2304467129
679	0.2304415837
680	0.2303356732
681	0.2302438151
682	0.2301999678
683	0.2300115761
684	0.2297761505
685	0.2296069478
686	0.2294966033
687	0.2294430185
688	0.2293571649
689	0.2292187737
690	0.2291830261
691	0.2290337569
692	0.2288549636
693	0.2288388503
694	0.2286896852
695	0.2285673717
696	0.2283998366
697	0.2281694101
698	0.2279216981
699	0.2278139813
700	0.2275188165
701	0.2274258982
702	0.2272348567
703	0.2268985849
704	0.2266899532
705	0.2266631781
706	0.2265224762
707	0.2265053863
708	0.2262439691
709	0.2260073356
710	0.2257549612
711	0.2255685946
712	0.2253667285
713	0.2251880898
714	0.2248091543
715	0.2245904665
716	0.2245878776
717	0.224285839
718	0.2242842284
719	0.2241607845
720	0.2240000089
721	0.2238213453
722	0.2237136222
723	0.223573848
724	0.2234800478
725	0.2234060872
726	0.2232989513
727	0.2231844543
728	0.2230653808
729	0.2229341446
730	0.2228231533
731	0.2225809602
732	0.2224463679
733	0.2221875304
734	0.2221698837
735	0.2221037532
736	0.2220470914
737	0.222034434
738	0.2218659413
739	0.2217258564
740	0.2216114026
741	0.2215010316
742	0.2214669043
743	0.22140258
744	0.2211834298
745	0.2211131625
746	0.2210668981
747	0.2210524917
748	0.2209982142
749	0.2209532925
750	0.2208384621
751	0.2206367841
752	0.2205155886
753	0.2204118623
754	0.220147381
755	0.2200076754
756	0.2198404396
757	0.2196704049
758	0.2194326241
759	0.2193104596
760	0.219168195
761	0.2190628145
762	0.2189555117
763	0.2187235071
764	0.218588655
765	0.2184453596
766	0.2183042239
767	0.2182856828
768	0.2181154167
769	0.2179867446
770	0.2179855733
771	0.2178244915
772	0.2177032569
773	0.2175277792
774	0.2173376059
775	0.2172280647
776	0.2171170993
777	0.2169647772
778	0.2168648369
779	0.2167781533
780	0.2166573397
781	0.2165323931
782	0.216311075
783	0.2163073209
784	0.2161897845
785	0.2160403139
786	0.216030886
787	0.2158181914
788	0.2157750361
789	0.2156215335
790	0.2156121083
791	0.2154143499
792	0.2153131225
793	0.2151509883
794	0.2151103786
795	0.2150642393
796	0.2150003786
797	0.2149993328
798	0.2149248795
799	0.2147216632
800	0.2145360084
801	0.2144181042
802	0.2144095656
803	0.2143416842
804	0.2142677253
805	0.2140917288
806	0.2138273675
807	0.2136376034
808	0.2135081903
809	0.2134566851
810	0.2132934063
811	0.2131760698
812	0.2130619912
813	0.2129922858
814	0.2128061967
815	0.2127008544
816	0.2125828979
817	0.2124378537
818	0.2123729757
819	0.2123086181
820	0.2121387233
821	0.2119789434
822	0.2118370751
823	0.2117368625
824	0.211697529
825	0.2116209456
826	0.2115545842
827	0.2114079867
828	0.2112738692
829	0.2111029459
830	0.21098247
831	0.2109410546
832	0.2109114902
833	0.2108360477
834	0.2107976634
835	0.2106661146
836	0.2105765685
837	0.2104971911
838	0.2103548348
839	0.2100886361
840	0.209913184
841	0.2098161981
842	0.2098090002
843	0.2096729522
844	0.2095783655
845	0.2094819322
846	0.2094544319
847	0.209339441
848	0.2091542806
849	0.2089395579
850	0.2087588806
851	0.2086872951
852	0.2086265527
853	0.2085499242
854	0.2084573693
855	0.2083200201
856	0.2081605504
857	0.2080080798
858	0.2078016214
859	0.207675097
860	0.2075510427
861	0.2074560404
862	0.207411502
863	0.2073574733
864	0.207253327
865	0.2071757815
866	0.2070648232
867	0.2069332451
868	0.2068895564
869	0.2067022482
870	0.2065251416
871	0.2064241098
872	0.2062723079
873	0.2061778414
874	0.2060451625
875	0.2059794522
876	0.2059376408
877	0.2058841448
878	0.2057123081
879	0.2056689811
880	0.2055760194
881	0.2054443066
882	0.2053020248
883	0.2051604836
884	0.2050740014
885	0.2049232492
886	0.2048488086
887	0.2047881583
888	0.204651439
889	0.2044442805
890	0.2043496827
891	0.2041581606
892	0.2040132585
893	0.2037883907
894	0.2037841986
895	0.2036838869
896	0.2035397035
897	0.2034860048
898	0.2033695861
899	0.2032278962
900	0.2030361349
901	0.202941281
902	0.2028000095
903	0.2026100709
904	0.2025610111
905	0.2024671219
906	0.2023822603
907	0.2022795664
908	0.2021737225
909	0.2020855636
910	0.2020061082
911	0.2019288128
912	0.2018065466
913	0.201610486
914	0.2015875318
915	0.2015006896
916	0.2013831454
917	0.2013235844
918	0.2012755722
919	0.2011230967
920	0.2010318099
921	0.2009060653
922	0.2008202806
923	0.2006421742
924	0.2005094626
925	0.2003091214
926	0.2002005903
927	0.2000394535
928	0.1997753638
929	0.1997374407
930	0.1996578362
931	0.1995755244
932	0.199322927
933	0.1992554367
934	0.1991811081
935	0.1989513969
936	0.1988968123
937	0.1988473712
938	0.1987062594
939	0.1986047084
940	0.1984632377
941	0.1984623628
942	0.1983572178
943	0.1981978423
944	0.1981765209
945	0.1980537635
946	0.1979564435
947	0.1978318067
948	0.1975897571
949	0.1974791614
950	0.1974109007
951	0.1972018781
952	0.1971454039
953	0.1970317138
954	0.1968393937
955	0.196755714
956	0.1966839872
957	0.1965849548
958	0.1964115094
959	0.1963243351
960	0.1962344447
961	0.196138826
962	0.1961024735
963	0.1960058403
964	0.1958544317
965	0.195679052
966	0.1954569017
967	0.1952874598
968	0.1951976483
969	0.1950968906
970	0.1949847384
971	0.1949295716
972	0.1948354704
973	0.1947525574
974	0.1946647851
975	0.1944493441
976	0.1943888761
977	0.1943069034
978	0.1941577051
979	0.1940634041
980	0.1939952703
981	0.1939874413
982	0.1939511701
983	0.1938661476
984	0.193853119
985	0.1936928181
986	0.193592084
987	0.1934690451
988	0.1934227604
989	0.1933542475
990	0.1932607145
991	0.1931675887
992	0.1930163205
993	0.193011004
994	0.1928554072
995	0.1927390748
996	0.1926985488
997	0.1926890269
998	0.1925325368
999	0.1923816035
1000	0.1921239824
1001	0.1920874987
1002	0.1919766243
1003	0.1919468072
1004	0.1919039652
1005	0.191836339
1006	0.1917252782
1007	0.1916183432
1008	0.1914773343
1009	0.1914068401
1010	0.1912003937
1011	0.1911840267
1012	0.1909539749
1013	0.1907720654
1014	0.1906574068
1015	0.1905812026
1016	0.1904695329
1017	0.1903840946
1018	0.1903003236
1019	0.1902139404
1020	0.1900433521
1021	0.189962286
1022	0.1899568075
1023	0.1898458925
1024	0.1897375466
1025	0.1895955837
1026	0.1895529338
1027	0.1893612811
1028	0.1892225072
1029	0.1891241861
1030	0.189035209
1031	0.1889407891
1032	0.1887409885
1033	0.188512036
1034	0.1884574855
1035	0.188308487
1036	0.1882461678
1037	0.1881733312
1038	0.1880187777
1039	0.1879891191
1040	0.1879133793
1041	0.187730275
1042	0.18757773
1043	0.1875612232
1044	0.1875030333
1045	0.1874952189
1046	0.1873180907
1047	0.187256391
1048	0.1870888949
1049	0.1870033586
1050	0.1869057348
1051	0.1866698502
1052	0.1866035586
1053	0.1865033631
1054	0.1864243705
1055	0.1863481925
1056	0.1862842774
1057	0.1861355786
1058	0.1859774779
1059	0.1858277273
1060	0.1858211365
1061	0.1856582258
1062	0.185579002
1063	0.1854975042
1064	0.1853202096
1065	0.1851498928
1066	0.1850592978
1067	0.1849550231
1068	0.1848775999
1069	0.1847165532
1070	0.1846368914
1071	0.1845688457
1072	0.1843866935
1073	0.1843437464
1074	0.1842976405
1075	0.1841757421
1076	0.1840244546
1077	0.1838949447
1078	0.1837550455
1079	0.1836652824
1080	0.1836597185
1081	0.1834110601
1082	0.1833837405
1083	0.183377146
1084	0.183292879
1085	0.1832050966
1086	0.1831153231
1087	0.1830977092
1088	0.1829885159
1089	0.1829167037
1090	0.1828435542
1091	0.1827989128
1092	0.1827475765
1093	0.1825460372
1094	0.1824305911
1095	0.1822435753
1096	0.1822427248
1097	0.1821935797
1098	0.1820966404
1099	0.1820446493
1100	0.1819680709
1101	0.1819010819
1102	0.1818979299
1103	0.1818459085
1104	0.1817620365
1105	0.1816958884
1106	0.1815792907
1107	0.1814793048
1108	0.1814491135
1109	0.1814139502
1110	0.1813690665
1111	0.1812704349
1112	0.1811171201
1113	0.1810147042
1114	0.1809739838
1115	0.1809579006
1116	0.1808500892
1117	0.1807435423
1118	0.1805890323
1119	0.1804917297
1120	0.1804575615
1121	0.1803036113
1122	0.1802253524
1123	0.1801615591
1124	0.180076345
1125	0.1800472046
1126	0.1799215313
1127	0.1798246085
1128	0.1797887426
1129	0.1797879376
1130	0.1797266323
1131	0.1796639259
1132	0.1796234475
1133	0.1795362367
1134	0.1795355227
1135	0.1794765294
1136	0.1793930377
1137	0.1793527486
1138	0.1793141509
1139	0.1792765941
1140	0.1791560974
1141	0.1791245265
1142	0.1790077441
1143	0.1787912163
1144	0.1787510074
1145	0.1786406425
1146	0.1785316403
1147	0.1784152732
1148	0.1781787145
1149	0.1780437618
1150	0.1780280305
1151	0.1778525626
1152	0.1777256644
1153	0.1776607291
1154	0.1775328774
1155	0.1774390829
1156	0.1773156249
1157	0.1772200099
1158	0.1771438203
1159	0.1770533519
1160	0.1770070117
1161	0.1769549284
1162	0.1768332533
1163	0.1767071465
1164	0.1767034882
1165	0.1765638999
1166	0.1764495073
1167	0.1764197788
1168	0.1763582814
1169	0.1761710124
1170	0.176166533
1171	0.176115344
1172	0.1760633495
1173	0.1760001517
1174	0.175940967
1175	0.1758822356
1176	0.1757174723
1177	0.1757096283
1178	0.1756642188
1179	0.1755433562
1180	0.1754360277
1181	0.1753652187
1182	0.1753276056
1183	0.1752945789
1184	0.1752071665
1185	0.1750885829
1186	0.1749734617
1187	0.1748102344
1188	0.1747369783
1189	0.1746104668
1190	0.1744663174
1191	0.1743504988
1192	0.1742843786
1193	0.1742763544
1194	0.1741904311
1195	0.1741335205
1196	0.1739972962
1197	0.1738237316
1198	0.1737633871
1199	0.1737161843
1200	0.1736668455
1201	0.1736090854
1202	0.17351416
1203	0.1734042491
1204	0.1733518346
1205	0.1733039909
1206	0.1732674056
1207	0.1731542214
1208	0.1730662836
1209	0.1730084306
1210	0.172905605
1211	0.1727834524
1212	0.1727405762
1213	0.1726717823
1214	0.1725155569
1215	0.1724813191
1216	0.1723801299
1217	0.1723684936
1218	0.1723651727
1219	0.1722910687
1220	0.172187522
1221	0.1721705549
1222	0.1720079178
1223	0.171855834
1224	0.1717895644
1225	0.1717212906
1226	0.171599272
1227	0.1714649759
1228	0.1714592593
1229	0.1713745773
1230	0.1712664958
1231	0.1711532884
1232	0.1711509455
1233	0.1710477204
1234	0.1710106803
1235	0.1710083632
1236	0.1708394865
1237	0.170759821
1238	0.1706587544
1239	0.1705883889
1240	0.1704402552
1241	0.1703711758
1242	0.170254661
1243	0.1701532964
1244	0.17004068
1245	0.1699758212
1246	0.1698387937
1247	0.169725299
1248	0.1696794093
1249	0.1696155556
1250	0.169577984
1251	0.1694767
1252	0.1694210425
1253	0.169368862
1254	0.1693365887
1255	0.1692594502
1256	0.1691447946
1257	0.1690597086
1258	0.1689749109
1259	0.1689311253
1260	0.1688474005
1261	0.1687075194
1262	0.1686278224
1263	0.168545395
1264	0.1684306775
1265	0.1684073131
1266	0.168316756
1267	0.1682724374
1268	0.1681893838
1269	0.1681060329
1270	0.1680607942
1271	0.1679845806
1272	0.1679438418
1273	0.1678676722
1274	0.1677894726
1275	0.1676590945
1276	0.1675682172
1277	0.16752991
1278	0.1675274489
1279	0.1674346258
1280	0.1673819189
1281	0.1672982553
1282	0.1672623181
1283	0.1672291829
1284	0.1671571217
1285	0.1670931774
1286	0.1670536986
1287	0.1670125691
1288	0.1668923326
1289	0.1667476204
1290	0.1667453057
1291	0.1667095016
1292	0.1666586183
1293	0.1665925027
1294	0.1664382412
1295	0.1663266719
1296	0.166324499
1297	0.1661554578
1298	0.1660722726
1299	0.1659112314
1300	0.1658388431
1301	0.1657646982
1302	0.1656636955
1303	0.1655427769
1304	0.1654786985
1305	0.1653638781
1306	0.1652999261
1307	0.1652020366
1308	0.165071064
1309	0.1650392366
1310	0.1649916281
1311	0.1649895449
1312	0.1649211432
1313	0.1648537139
1314	0.1647633855
1315	0.1647190702
1316	0.1646979401
1317	0.1646394475
1318	0.1644907253
1319	0.1644068761
1320	0.1643735378
1321	0.1643462844
1322	0.1642975862
1323	0.1642528231
1324	0.1641519224
1325	0.1640553817
1326	0.1639781696
1327	0.1639186739
1328	0.1638917367
1329	0.1638897107
1330	0.1638253263
1331	0.1637382314
1332	0.1637122446
1333	0.1635723155
1334	0.1635086338
1335	0.163452703
1336	0.1633932406
1337	0.1632951085
1338	0.1632291018
1339	0.1631275923
1340	0.1630538782
1341	0.1629540661
1342	0.1628903128
1343	0.1628548283
1344	0.1628510978
1345	0.1627641513
1346	0.1626955187
1347	0.162603218
1348	0.1625100354
1349	0.1624277299
1350	0.1623751407
1351	0.1623669841
1352	0.1623118185
1353	0.1622920538
1354	0.1622880873
1355	0.1621204262
1356	0.1621112593
1357	0.1619932388
1358	0.1618992766
1359	0.1617352474
1360	0.1617129169
1361	0.1615914573
1362	0.1615858978
1363	0.1615121542
1364	0.1614374345
1365	0.1613351204
1366	0.1612598286
1367	0.1612580567
1368	0.1610993731
1369	0.1609507934
1370	0.1608291639
1371	0.1607417604
1372	0.1605748716
1373	0.1605057868
1374	0.1604518854
1375	0.1603407308
1376	0.1602764488
1377	0.1602198581
1378	0.1601764595
1379	0.1601004681
1380	0.1600744154
1381	0.1600257733
1382	0.1600154069
1383	0.1598915945
1384	0.1598386187
1385	0.1597833033
1386	0.1597708344
1387	0.1596971628
1388	0.1596075494
1389	0.1595702919
1390	0.159531826
1391	0.1595205437
1392	0.1594894165
1393	0.159350414
1394	0.159311165
1395	0.1591656837
1396	0.1590993316
1397	0.1590106383
1398	0.1589465938
1399	0.1588684921
1400	0.1587852592
1401	0.1587513683
1402	0.1587392136
1403	0.1586214496
1404	0.158543324
1405	0.158410263
1406	0.1583202389
1407	0.1582104656
1408	0.1581488427
1409	0.157937618
1410	0.1579021509
1411	0.1578097793
1412	0.1577405704
1413	0.1576600524
1414	0.1576421915
1415	0.157555259
1416	0.1573968954
1417	0.1573532444
1418	0.1572177294
1419	0.1571887681
1420	0.1571519297
1421	0.1571403492
1422	0.157059105
1423	0.1569727585
1424	0.1569034036
1425	0.1568079486
1426	0.1567689238
1427	0.1567527032
1428	0.1566997636
1429	0.1565738721
1430	0.1565016713
1431	0.1564273507
1432	0.156370637
1433	0.1562935762
1434	0.1562919966
1435	0.1561913584
1436	0.156067908
1437	0.1560296749
1438	0.1559654722
1439	0.1559454906
1440	0.1557975768
1441	0.1556674607
1442	0.1554741909
1443	0.1553910321
1444	0.1552973807
1445	0.1552096454
1446	0.1551537679
1447	0.1550764172
1448	0.1550475503
1449	0.1549657656
1450	0.1548770162
1451	0.1548198162
1452	0.1547838465
1453	0.1546942315
1454	0.1545826498
1455	0.154446051
1456	0.1543572958
1457	0.1543020532
1458	0.1542343487
1459	0.1541690383
1460	0.1539949945
1461	0.1539887945
1462	0.1538953112
1463	0.1538383646
1464	0.1537379165
1465	0.153607656
1466	0.1535632815
1467	0.1535275514
1468	0.1534906529
1469	0.1534108335
1470	0.153362344
1471	0.1532889866
1472	0.1531758635
1473	0.1530893554
1474	0.153038733
1475	0.153012452
1476	0.1529159753
1477	0.1528680744
1478	0.1527910645
1479	0.1527352682
1480	0.152662362
1481	0.1525863903
1482	0.1525596212
1483	0.1525120856
1484	0.1524489264
1485	0.1524000677
1486	0.1523195603
1487	0.1522029984
1488	0.1521373866
1489	0.1520316804
1490	0.1519643266
1491	0.1519051598
1492	0.1518296025
1493	0.1518059153
1494	0.1517651083
1495	0.1516317541
1496	0.1516175634
1497	0.1515150126
1498	0.1514544305
1499	0.1513711257
